id,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Src IP,Src Port,Dst IP
AL-0198,38796,6,14/02/2018 02:13:01,8233,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,364.3872221547,4116.5,5422.8019049196,7951,282,0,0.0,0.0,0,0,7951,7951.0,0.0,7951,7951,0,0,0,0,32,76,121.4624073849,242.9248147698,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0199,0,0,14/02/2018 08:42:17,112641244,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332286,56320622.0,62.2253967444,56320666,56320578,112641244,56320622.0,62.2253967444,56320666,56320578,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332286,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320622.0,62.2253967444,56320666,56320578,,,,
AL-0200,0,0,14/02/2018 01:26:42,112640857,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333201,56320428.5,21.9203102168,56320444,56320413,112640857,56320428.5,21.9203102168,56320444,56320413,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333201,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320428.5,21.9203102168,56320444,56320413,,,,
AL-0201,52624,6,14/02/2018 02:06:05,5496,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,545.8515283843,2748.0,3419.5683938181,5166,330,0,0.0,0.0,0,0,5166,5166.0,0.0,5166,5166,0,0,0,0,32,76,181.9505094614,363.9010189229,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0202,39194,6,14/02/2018 02:13:12,2554,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1174.6280344558,1277.0,1146.9271990846,2088,466,0,0.0,0.0,0,0,2088,2088.0,0.0,2088,2088,0,0,0,0,32,76,391.5426781519,783.0853563038,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0203,0,0,14/02/2018 11:17:10,112640029,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266335159,56320014.5,17.6776695297,56320027,56320002,112640029,56320014.5,17.6776695297,56320027,56320002,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266335159,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320014.5,17.6776695297,56320027,56320002,,,,
AL-0204,0,0,14/02/2018 10:32:06,112641193,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332406,56320596.5,48.7903679019,56320631,56320562,112641193,56320596.5,48.7903679019,56320631,56320562,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332406,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320596.5,48.7903679019,56320631,56320562,,,,
AL-0205,0,0,14/02/2018 10:15:12,112641200,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633239,56320600.0,46.6690475583,56320633,56320567,112641200,56320600.0,46.6690475583,56320633,56320567,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633239,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320600.0,46.6690475583,56320633,56320567,,,,
AL-0206,44878,6,14/02/2018 02:02:21,258,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7751.9379844961,258.0,0.0,258,258,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3875.9689922481,3875.9689922481,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0207,45178,6,14/02/2018 02:16:03,383384,23,21,2665,1912,976,0,115.8695652174,253.9542378869,640,0,91.0476190476,139.6790879804,11938.4220520418,114.7674394341,8915.9069767442,18737.9275049728,76146,3,383384,17426.5454545455,32203.8070608449,114643,8,383024,19151.2,29296.8491059507,108433,233,0,0,0,0,752,672,59.9920706133,54.7753688208,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,0,104.0227272727,115.8695652174,91.0476190476,0,0,0,0,0,0,23,2665,21,1912,26883,241,15,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0208,0,0,14/02/2018 10:29:17,112641169,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332463,56320584.5,48.7903679019,56320619,56320550,112641169,56320584.5,48.7903679019,56320619,56320550,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332463,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320584.5,48.7903679019,56320619,56320550,,,,
AL-0209,80,6,14/02/2018 08:47:14,476513,5,3,211,463,211,0,42.2,94.3620686505,463,0,154.3333333333,267.3131746348,1414.4419984345,16.7886290615,68073.2857142857,115865.792656438,237711,24,476513,119128.25,137379.963358017,238470,108,238634,119317.0,167621.076693833,237843,791,0,0,0,0,168,104,10.4928931635,6.2957358981,0,463,74.8888888889,161.4058893322,26051.8611111111,0,0,0,1,0,0,0,0,0,84.25,42.2,154.3333333333,0,0,0,0,0,0,5,211,3,463,14600,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0210,80,6,14/02/2018 08:47:17,476711,5,3,206,458,206,0,41.2,92.126000673,458,0,152.6666666667,264.4264232888,1392.8774456641,16.7816559719,68101.5714285714,115977.215079597,238034,16,476711,119177.75,137207.36560009,238274,78,238033,119016.5,168007.864103143,237816,217,0,0,0,0,168,104,10.4885349824,6.2931209894,0,458,73.7777777778,159.3783060659,25401.4444444444,0,0,0,1,0,0,0,0,0,83.0,41.2,152.6666666667,0,0,0,0,0,0,5,206,3,458,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0211,9984,6,14/02/2018 08:30:38,72593289,91,83,7680,1728,192,64,84.3956043956,30.6437882489,64,0,20.8192771084,30.1654561678,129.5987567115,2.396915781,419614.387283237,4044523.28247028,53132007,2,72508628,805651.422222222,5601770.67220659,53175339,24,72549912,884755.024390244,5858282.73796248,53132007,2,1,0,0,0,1820,1660,1.2535594027,1.1433563783,0,192,54.1257142857,43.8572157057,1923.4553694581,0,1,0,0,1,0,0,0,0,54.4367816092,84.3956043956,20.8192771084,0,0,0,0,0,0,91,7680,83,1728,253,253,90,20,18407914.0,0.0,18407914,18407914,53132007.0,0.0,53132007,53132007,,,,
AL-0212,43044,6,14/02/2018 02:15:03,12676,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,236.6677185232,6338.0,8499.4235098623,12348,328,0,0.0,0.0,0,0,12348,12348.0,0.0,12348,12348,0,0,0,0,32,76,78.8892395077,157.7784790155,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0213,0,0,14/02/2018 12:05:02,112640782,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333378,56320391.0,168.2914139224,56320510,56320272,112640782,56320391.0,168.2914139224,56320510,56320272,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333378,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320391.0,168.2914139224,56320510,56320272,,,,
AL-0214,80,6,14/02/2018 08:47:19,476608,5,3,209,461,209,0,41.8,93.4676414595,461,0,153.6666666667,266.1584740964,1405.7674231234,16.7852826642,68086.8571428572,116165.357657993,238154,21,476608,119152.0,137536.399945614,238349,28,238442,119221.0,168305.556058022,238231,211,0,0,0,0,168,104,10.4908016651,6.2944809991,0,461,74.4444444444,160.5942955954,25790.5277777778,0,0,0,1,0,0,0,0,0,83.75,41.8,153.6666666667,0,0,0,0,0,0,5,209,3,461,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0215,0,0,14/02/2018 01:04:10,112641318,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332111,56320659.0,29.6984848098,56320680,56320638,112641318,56320659.0,29.6984848098,56320680,56320638,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332111,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320659.0,29.6984848098,56320680,56320638,,,,
AL-0216,0,0,14/02/2018 09:47:03,112641171,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332458,56320585.5,208.59650045,56320733,56320438,112641171,56320585.5,208.59650045,56320733,56320438,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332458,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320585.5,208.59650045,56320733,56320438,,,,
AL-0217,43200,6,14/02/2018 02:15:07,9462,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,317.0577045022,4731.0,6284.765071186,9175,287,0,0.0,0.0,0,0,9175,9175.0,0.0,9175,9175,0,0,0,0,32,76,105.6859015007,211.3718030015,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0218,0,0,14/02/2018 12:07:51,112640531,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333972,56320265.5,71.4177848998,56320316,56320215,112640531,56320265.5,71.4177848998,56320316,56320215,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333972,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320265.5,71.4177848998,56320316,56320215,,,,
AL-0219,37814,6,14/02/2018 02:12:32,4924,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,609.2607636068,2462.0,3047.630226914,4617,307,0,0.0,0.0,0,0,4617,4617.0,0.0,4617,4617,0,0,0,0,32,76,203.0869212023,406.1738424045,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0220,46090,6,14/02/2018 02:16:30,383508,21,22,2665,1944,976,0,126.9047619048,263.5746392887,640,0,88.3636363636,137.8690011274,12018.0022320265,112.122824035,9131.1428571429,17762.284298234,83941,1,383508,19175.4,39351.904681249,166128,6,383200,18247.6190476191,23091.3309522777,83941,285,0,0,0,0,688,704,54.7576582496,57.3651657853,0,976,104.75,205.4934079178,42227.5406976744,0,0,0,1,0,0,0,0,1,107.1860465116,126.9047619048,88.3636363636,0,0,0,0,0,0,21,2665,22,1944,26883,241,15,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0221,0,0,14/02/2018 09:32:58,112641271,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332222,56320635.5,17.6776695297,56320648,56320623,112641271,56320635.5,17.6776695297,56320648,56320623,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332222,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320635.5,17.6776695297,56320648,56320623,,,,
AL-0222,22,6,14/02/2018 09:19:10,2825151,14,16,1096,2261,272,0,78.2857142857,82.5361725562,976,0,141.3125,302.9998281078,1188.25507026,10.6189014322,97419.0,114922.752530931,243918,19,2824375,217259.615384615,66080.2331028204,266595,19,2825128,188341.866666667,98179.8241070702,280446,23,0,0,0,0,456,520,4.955487335,5.6634140972,0,976,108.2903225806,224.1629159857,50249.0129032258,0,0,0,1,0,0,0,0,1,111.9,78.2857142857,141.3125,0,0,0,0,0,0,14,1096,16,2261,14600,227,11,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0223,0,0,14/02/2018 11:08:43,112639902,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266335459,56319951.0,115.9655121146,56320033,56319869,112639902,56319951.0,115.9655121146,56320033,56319869,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266335459,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319951.0,115.9655121146,56320033,56319869,,,,
AL-0224,0,0,14/02/2018 09:07:37,112640642,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333709,56320321.0,53.7401153702,56320359,56320283,112640642,56320321.0,53.7401153702,56320359,56320283,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333709,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320321.0,53.7401153702,56320359,56320283,,,,
AL-0225,38898,6,14/02/2018 02:13:04,3188,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,941.0288582183,1594.0,1839.8918446474,2895,293,0,0.0,0.0,0,0,2895,2895.0,0.0,2895,2895,0,0,0,0,32,76,313.6762860728,627.3525721455,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0226,0,0,14/02/2018 01:23:53,112640867,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333177,56320433.5,130.8147545195,56320526,56320341,112640867,56320433.5,130.8147545195,56320526,56320341,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333177,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320433.5,130.8147545195,56320526,56320341,,,,
AL-0227,39132,6,14/02/2018 02:13:10,4014,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,747.3841554559,2007.0,2320.7244558543,3648,366,0,0.0,0.0,0,0,3648,3648.0,0.0,3648,3648,0,0,0,0,32,76,249.1280518186,498.2561036373,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0228,45178,6,14/02/2018 02:02:29,4098,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,732.0644216691,2049.0,2431.0331137194,3768,330,0,0.0,0.0,0,0,3768,3768.0,0.0,3768,3768,0,0,0,0,32,76,244.0214738897,488.0429477794,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0229,80,6,14/02/2018 08:47:17,476616,5,3,211,463,211,0,42.2,94.3620686505,463,0,154.3333333333,267.3131746348,1414.1363277775,16.7850009232,68088.0,115553.073301117,237285,8,476616,119154.0,136576.972942001,237558,8,237660,118830.0,167563.093937776,237315,345,0,0,0,0,168,104,10.490625577,6.2943753462,0,463,74.8888888889,161.4058893322,26051.8611111111,0,0,0,1,0,0,0,0,0,84.25,42.2,154.3333333333,0,0,0,0,0,0,5,211,3,463,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0230,57482,6,14/02/2018 02:08:25,6251,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,479.923212286,3125.5,3903.9365389309,5886,365,0,0.0,0.0,0,0,5886,5886.0,0.0,5886,5886,0,0,0,0,32,76,159.9744040953,319.9488081907,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0231,43904,6,14/02/2018 02:15:27,3725,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,805.3691275168,1862.5,2122.0274503408,3363,362,0,0.0,0.0,0,0,3363,3363.0,0.0,3363,3363,0,0,0,0,32,76,268.4563758389,536.9127516779,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0232,35854,6,14/02/2018 02:11:36,5671,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,529.0072297655,2835.5,3588.5669145217,5373,298,0,0.0,0.0,0,0,5373,5373.0,0.0,5373,5373,0,0,0,0,32,76,176.3357432552,352.6714865103,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0233,0,0,14/02/2018 01:12:37,112640914,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333066,56320457.0,8.4852813742,56320463,56320451,112640914,56320457.0,8.4852813742,56320463,56320451,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333066,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320457.0,8.4852813742,56320463,56320451,,,,
AL-0234,0,0,14/02/2018 09:24:31,112641033,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332785,56320516.5,185.9690834521,56320648,56320385,112641033,56320516.5,185.9690834521,56320648,56320385,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332785,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320516.5,185.9690834521,56320648,56320385,,,,
AL-0235,35848,6,14/02/2018 02:11:35,9880,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,303.6437246964,4940.0,6451.6422715461,9502,378,0,0.0,0.0,0,0,9502,9502.0,0.0,9502,9502,0,0,0,0,32,76,101.2145748988,202.4291497976,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0236,22,6,14/02/2018 09:05:16,2307108,14,12,1239,2273,744,0,88.5,202.3974574179,976,0,189.4166666667,347.6425694023,1522.2521008986,11.2695201092,92284.32,118603.50362367,292552,10,2307108,177469.846153846,124173.756628126,295474,43,2053862,186714.727272727,146463.892832391,393904,74,0,0,0,0,456,392,6.0682031357,5.2013169735,0,976,130.0740740741,273.5328592166,74820.2250712251,0,0,0,1,0,0,0,0,0,135.0769230769,88.5,189.4166666667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0237,9984,6,14/02/2018 09:34:46,23325726,41,36,3616,768,336,0,88.1951219512,52.4743839946,64,0,21.3333333333,30.597852399,187.9469903745,3.3010762452,306917.447368421,2074403.32770599,18071741,8,23242584,581064.6,2864389.57615577,18156495,27,23242616,664074.742857143,3041162.25528988,18071741,8,1,0,0,0,820,720,1.7577159228,1.5433603224,0,336,57.0256410256,54.4934106249,2969.5318015318,0,1,0,0,1,0,0,0,0,57.7662337662,88.1951219512,21.3333333333,0,0,0,0,0,0,41,3616,36,768,256,254,39,20,1815918.0,0.0,1815918,1815918,18071741.0,0.0,18071741,18071741,,,,
AL-0238,45058,6,14/02/2018 02:02:26,259,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7722.0077220077,259.0,0.0,259,259,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3861.0038610039,3861.0038610039,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0239,80,6,14/02/2018 08:47:21,512063,5,3,215,467,215,0,43.0,96.1509230325,467,0,155.6666666667,269.6225757116,1331.8673678825,15.6230776291,73151.8571428571,124592.695266655,255566,19,512063,128015.75,147377.937110399,255771,20,256458,128229.0,181088.632448312,256278,180,0,0,0,0,168,104,9.7644235182,5.8586541109,0,467,75.7777777778,163.0312683029,26579.1944444444,0,0,0,1,0,0,0,0,0,85.25,43.0,155.6666666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0240,67,17,14/02/2018 08:58:20,676,1,1,300,329,300,300,300.0,0.0,329,329,329.0,0.0,930473.372781065,2958.5798816568,676.0,0.0,676,676,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1479.2899408284,1479.2899408284,300,329,309.6666666667,16.7431578065,280.3333333333,0,0,0,0,0,0,0,0,1,464.5,300.0,329.0,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0241,54988,6,14/02/2018 02:07:13,2361,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1270.6480304956,1180.5,1083.994695559,1947,414,0,0.0,0.0,0,0,1947,1947.0,0.0,1947,1947,0,0,0,0,32,76,423.5493434985,847.098686997,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0242,0,0,14/02/2018 12:58:32,112640550,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333927,56320275.0,9.8994949366,56320282,56320268,112640550,56320275.0,9.8994949366,56320282,56320268,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333927,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320275.0,9.8994949366,56320282,56320268,,,,
AL-0243,48226,6,14/02/2018 02:17:32,5781,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,518.9413596264,2890.5,3643.7212434543,5467,314,0,0.0,0.0,0,0,5467,5467.0,0.0,5467,5467,0,0,0,0,32,76,172.9804532088,345.9609064176,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0244,45158,6,14/02/2018 02:02:29,6677,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,449.3035794519,3338.5,4328.2006076429,6399,278,0,0.0,0.0,0,0,6399,6399.0,0.0,6399,6399,0,0,0,0,32,76,149.7678598173,299.5357196346,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0245,46090,6,14/02/2018 02:02:55,7424,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,404.0948275862,3712.0,4852.1667325021,7143,281,0,0.0,0.0,0,0,7143,7143.0,0.0,7143,7143,0,0,0,0,32,76,134.6982758621,269.3965517241,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0246,0,0,14/02/2018 11:59:24,112640664,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333657,56320332.0,100.4091629285,56320403,56320261,112640664,56320332.0,100.4091629285,56320403,56320261,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333657,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320332.0,100.4091629285,56320403,56320261,,,,
